id,ocr_text,ocr_word_count,ocr_char_count,has_digits,exclamation_count,question_count,view_count,log_views_per_day
L_Gqpg0q1xs,"= ar 5 wi may Ha! iit Nasi Avil Mie mie “Yt i INI AIK GİMNASTIK MİLL TKI i lay HİKAYESİ,",23,101,1,1,0,380197,5.219051
L_aGUgy6yl4,eee en > — & WED NG et rit Lani FM nn DAHA İYİ?,12,57,0,0,1,386002,5.981639
LfWHbFgpS5M,yüsukile zileyha kalbin üzerinde titreyen hüzün ye * } uy. dm a YU SUF LE ZÜLEYHA |) # NAZAN BEKİROĞLU,17,112,0,0,0,151672,3.752648
LmXyR0Qhg_A,mii iz © 3 & ye \ i <p |) KA 4 oy b Mz GEMİ WED I} İİ I y fe Be,20,80,1,0,0,1415291,7.338036
Lmw0NZsRza0,Gi İ yz # ZY DA Pros eure Böğenyez Tı \) SUNUN ” YAŞ AINABİLİR Mİ?,15,77,0,0,1,2271753,6.927287
LoxRCb95-Gs,\ \ GERCEK JENERIK [ 90 SANİYEDE ANLATILAN HİKAYE,8,53,1,0,0,163868,3.724277
Lw-xYNf1AUk,vi k ) SN Lİ ;4 WN N N Si | 4 Se 2 YENİDEN DÜŞÜN,15,62,1,0,0,788924,5.29442
LxlUrSjRm4s,<S a Se © * PROBLEM A > adi (7311163N63,7,47,1,0,0,2535277,7.970793
LznUphXBnIQ,\ a “e BU ASTEROITI = --« DEGERI Lİ villi VU b> we,10,59,0,0,0,617116,6.374171
M9xiMdGRDsg,mİ = =~ Ni IN a? Ne NG & 57 tr ed | e e N adi pi Ly ez af > EL INDE! NIAGARASELAL DUS EN,22,112,1,1,1,2310745,6.809552
MGZ1e7pa2Es,——— ” 7 j > . Vi fo 7 ND EDEN ‘ PNERGEKIMIT TREN,9,55,1,0,0,1582868,6.658274
MO5aRpDYIfE,7 aki Say sy AE et Ss NC a Aye my aS SR İKİ AYDA İKİ YIL TATİL YAPMIŞ GİBİ YAPMAK,25,93,1,0,0,403419,4.803439
MOYsM_Qbrqc,"wa â a Fİ . e ağ |B) J i I, as GLUBHOUSEGICGINLIG! *",12,62,0,1,0,1406323,6.547072
MPIhUigAf9c,nat ae Se - = ono i ai i :,7,29,0,0,0,467485,6.550769
MWdQoLkiB2A,Miteis 1 Ay Geçişi 6.GUN ÖZETİ,7,31,1,0,0,104776,6.655593
MXyRDI87L3Y,"mn oe agi N MAI Wi lL: PE Hİ GENNET, PE Tİ a a= ae, | wy =",16,69,0,0,0,739216,6.39538
MdMDS31Mul4,"a > AN SAN Pr SİG, a 19) A YE e a N 5 pA! ey iy N ao EX MACHINA Leg GY: MAKİNELER DÜŞÜNEBİLİR Mİ?",29,118,1,1,1,398317,4.586743
MfRXdjOznRQ,"= .... My m sener bn ağ, § 7 ais DUNYANIN ILK YAPAY ZEKA TV SUNUCUSU",13,74,1,0,0,1483128,6.260369
N1daEmVOdvU,N a —_ 7 İl r.,7,17,1,0,0,238594,6.348788
N31AVgz21c4,A a ae . Va Pg SAKIN BEYAZ AYI DÜŞÜNME!,9,45,0,1,0,1656059,6.369403
N4m_xt4vFwY,BOYLE -.. Ta. BIR 2 ~~ \ İNSAN YOK! SM an \,9,52,1,1,0,2291176,6.79832
N5WFrGnRtmE,TAI =— == Çİ e pi) YENİ BIR. RAGLA AM YOLA,9,50,0,0,0,947424,6.254638
NJXURWmrFgM,Hin nn Sa | rt ¥,4,19,0,0,0,1302942,6.39107
NSZ2AHJ-odE,"LS mmm m ——— m mn m sa ——————_— ——_—— ———— A, — —— 6 YAŞINDAKİ OĞLUMLA 10 AVDA 1000 KİTAP OKUDUK!",19,107,1,1,0,5469127,7.440257
NTG7NZgQals,"CT, & al İLE) — 5",5,22,1,0,0,491924,5.067132
N_YiiG5a3XA,ce) TÜRKİYE ADINDAKİ BÜYÜK İNSAN,7,33,0,0,0,422355,4.749994
Nb5zI1_sbL0,Ses OKYANUS TABANINDA — KEŞFEDİLDİ! KARANLIK OKSİJEN” Dhoie 4 =< = aN,11,76,1,1,0,2111959,7.977298
NdP3Wt7bAEw,oe GELECEĞİN MÜZİĞİNİ GEÇMİŞİN GÖZLERİNDE GÖRMEK,12,49,0,0,0,116900,3.415219
NgAQ6syyMfI,m ' 94: mex vo Peo g AR be — © cm > <a ©) SS % 11 > ÖN VA Lİ Th ( omen (/ i A | A hi LS © A | nı ik a e,27,136,1,0,0,754741,8.261389
NgsM4mRc5uk,VEN ANTARKTİKA'YA GİTMEK YASAK MI?,7,35,0,0,1,4857489,7.355902
Nh9_VA21CXc,EN dl) se EN İYİSİ diş J y. N | m > U ma PART ST We Ğİ SN,19,68,0,0,0,932942,6.948003
NzwCFn2VQFM,po e >” Ki *s ~ —* le’ WS % “G dl va EN 7 A. AN ln Ye > 35 BİR ANADOLU SÜPER KAHRAMAN,21,103,1,0,0,516917,5.191169
O04_SXPuIv4,ASA N ~ ey SS KEW >” vy agi vü EOS » nn « dl. DKIADA pey IN,14,72,0,0,0,1724658,7.606433
O0vmk2YvApk,"DSILLER E DOL GEÇİRDİK wv. ,",7,31,0,0,0,746339,5.740847
O3Xde6lnWqw,— a (e e L a aX ~ ey > GELECEKTE HANGİ MESLEĞİ SEÇMELİYİM?,13,66,0,0,1,2138694,6.41369
O5xG_ocTzBw,FRANCES McDORMAND NOMADLAND THIS IS THE M VIE WE NEED RIGHT NOW OY Nap wey MINARI 2 a <9 Nisa. Mi... bss. 1 HANGİ! FILM AMAL? 4) DE OSCAR Te ep ee,32,159,1,1,1,463404,5.47855
OJqfEiJh2fU,#7 ğe GS NG EN İYİ TATİL NASI YAPILIR ÖNEMLİ OLAN VARMAK DEĞİL YOLDA OLMA,18,78,1,0,0,122195,3.442859
OJx72Wjiyds,“ SGAR #CreatorsforChange,2,27,0,0,0,143721,3.809777
ONiFrZYI5ng,> a PPT. WHATSA 7) SİLELİ 1,7,33,1,0,0,2139678,6.955924
ORePRFaKQZk,"eds) ENAKISANGUN» ul, | DÜNYANIN HIZI GELİYOR! | DEĞİŞİMİN dc “lu ai)",14,75,0,1,0,454184,7.020798
OYezQ0bfQLk,"==) —— = LIDIOTIE QUOTIDIENNE|= = 15 ; Nisan 1 1888 if OLUM TACIRI öLDü: Le Dolor sit Commodo et amet, ligula marchand egetdolor. de Ja mort consectetuer Aenean m 7) >) adipiscing cum est mort. Le elit. Aencan massa. Dr. Alfred commodo ligula sociis natogue Sel Nobel, qui eget dolor. Aenean dis parturient fenatibus ef magni by massa. Cum sociis montes, nascetur fit fortune natogue penatibus et dis ridiculus mus en trouvant magnis Donee quam, felis, parturient montes, nascetur. ridiculus ultricies nec Nigh My İm le moyen de ‘mus, Donec quam. pellentesque eu. ays tuer plus de felis, ultricies. nee. pretiim quis, si personnes pellentesque cv. Nulla consequat massa quis enim. pretium quis, sem, Donec! pede jiusto, ae Nulla consequat fringlla vel, aligdet ‘ail £e -",121,839,1,1,0,717773,6.004823
OdgyYhCn0O0,Si © a e“ I aN. BENİ UÇABİLDİĞİNE İNANDIR!,12,47,0,1,0,427971,4.737077
OeKfSosXsuU,Ze al * ~= b N *. | | p LOODL Dİ | 4 KE BU TASARIMLARI İNSAN MI YAPTI YOKSA YAPAY ZEKA MI?,19,101,1,0,1,502275,5.067953
OegB_0J5Ac8,"GÜNDE ARDA \ ibe NC UK i) STRATEJİSİ,",8,42,0,0,0,805147,5.707788
Ot0vYkRT1Mg,ety YEDIN Nel KITA PASİFİK İKOKYANISI NDA,10,43,0,0,0,2925019,7.053307
OtiI_iP-ypc,(¢ # lA ~ YILDIZLAR ARASINDA 20 YIL,5,39,1,0,0,589329,5.092067
Ovwn1m12Soc,ait MAVİ HAP MI? KIRMIZI HAP MI? YAPMAK ZORUNDA OLDUĞUMUZ SEÇİMLER,12,68,0,0,2,306475,4.365227
P5de69124g0,aa ii > 4 OLASI şan ELT iw},7,32,1,0,0,1156146,6.282298
P8dBfxoDWMU,MAN Bİ HANILGİ MI? © De» ri — e,7,34,0,0,1,959284,6.7381
P9Ya-AJvApc,Lin _— e ue unl NG EU te e) gn ağ | Va SA KASIMDA ROMAN YAZMAK BAŞKADIR NANOWRIMO.ORG ROMAN YAZMA ETKİNLİĞİ,24,122,0,0,0,109872,3.360432
PFlQAO54VXw,| aby oy 1 MILYON ABONEYE 1 MILYON TESEKKUR!,8,47,1,1,0,428926,4.918367
PIKh7fpyqAY,"ary nd mii = W EF \ es ae a, İS p % ao \? Artemis Aya fi © 4.GUN",17,81,1,0,1,97649,6.570556
PTiHbsCuN-4,Aa a eS Sİ e NN ee <7 IŞMANLIĞI Sa si A » iz OLE ey — > Â öy ‘Ss = yz #,19,93,1,0,0,753259,7.27519
Pa1uwQHegSA,ae yy pe 7 KELİME KAVANOZU,7,29,1,0,0,962653,5.609518
Pn4kPaqGcEA,> am ley Aw DIJITAL VÜCUT DİLİNİN,9,36,0,0,0,336067,5.233209
PxuNT2Zdvlw,0 a % CAMLARIN ICINDEN ' DUITAL DUNYAYA YOLCULUK,7,52,1,0,0,201877,3.979242
Q8hqyfbec9Q,5) <EE- “. TEK Mİ? ÇİFT Mİ? p 8 59 10 11 | 12 pie 14 se i P 20 ZAMAN YÖNETİMİ TEKNİĞİ,24,95,1,0,2,963090,5.480803
Q9EOXkEdqGQ,ye Zee YALAR ee,4,18,0,0,0,494618,5.705133
QFdiMyC5NBA,"bilmezsiniz ama arda Yar a ğ, Vb ÇA pe AŞ Ven 7 m BABALAR n ĞLAR SİNAN YAĞMUR",19,89,1,0,0,55157,2.762483
QLGpyP0SHu8,DÜNYANIN EN ÜNLÜ TABLOSU LEONARDO DA VINCI'NİN MONA LISA'S!,10,60,0,1,0,1178584,5.699431
QMaEk1UoaL0,= Se Sw <> e RKEZDEKI ee e“ ae çi ELİK A fa * ; a ee 4 ae edt = A Pp on” da G7 wf Sie DÜ NYA m,27,123,1,0,0,1402721,6.801955
QQNPlMDLkYo,vam TEKNOLOJİ BİZİ ÖLÜMSÜZLEŞTİRECEK Mİ?,7,41,0,0,1,542986,5.111029
QSNXDWZihLE,<< ~ * ve >? Ks SBA ‘Be. es,5,32,0,0,1,405251,6.566281
Q_Q-7bXKzmw,ao iŞ GORUSMESINDE SORUL AİLECEK EN İLGİNÇ 11 SORU 4,13,55,1,0,0,1357554,5.856355
QbjEbUomUMQ,dü vi ovine — “SORE “ Bİ GINIZ İZUFO FLULERAIER DEGIL!,10,60,0,1,0,533863,5.923746
QhfmSaTjyok,‘ ~~ > I M ARs HELİKOPTERİ,5,30,0,0,0,708549,5.894565
QpVMwU70OwI,"i ( PIANO i U KIM . © UR? “) Li + , AN M4 WE MESTWORLD' ÜN FELSEFESİ",13,79,1,0,1,907854,5.70421
QsoIN-SkBVE,çi SGA GROW Y #CreatorsforChange,5,36,0,0,0,83893,3.288007
Qt24I5cyClE,"CAT. C a SIRE: | gag ga Ke Ch gayi, EER ERE Mai an =) y jane, me KALEM KLAVYEDEN KESKİNDİR",21,108,0,0,0,221671,4.034258
Qv8LnK8RsxQ,( Vi ~) BOR Lie > Fe pa 10 NİSAN'DA NE AÇIKLANACAK? i,11,60,1,0,1,1147446,6.055871
QzhnczDfR0s,a. un . “ | FA La ) | i pie D) y ae MI OLDU? Ar m Ki — s ™ =e,16,79,0,0,1,1269526,6.21702
R6mR5uf4fHI,"@__ Premiere Pro Edi Project Clip Sequence Marker itle Window — Help. dy GA — ‘Source: MVIL6558.MOV Tr) Effect ols cer: birinci bölüm iri PREMİERE PRO EGİTİMİ e eyi 00:00:03:22 re Br 12 = A 00:00:01:23 00:00:00:10 Fie = 12 Mi A 00:00:18:17 - | | <i > 7 <I > » Aa km i te oF + 4 i Te oF birinci balm ~ = = Bin: MOV = Info as varkers Foto Safari prpro)\ MOV 17 tems - aie 00:00:00:10 00:00 00:00:05:00 (00:00:10:00 (00:00:15:0t 3 tn: TAN = Be vy 6 at = +. et a as =) 2 5 ca) e) a8 = Bs ‘MVL65S9.MOV 912: MVL6558.MOV 123 sa » Video 3 vi 6s59.MOV (V) 24 e sa > Video 2 _6558.MC 27, = Rs fq Video 1 İML SS55.MOV İV) Opacity:Opacity~) İMVLŞ525.MOV)| MVi6s3/ MV MV 6546 MOV İV) Opacity.Opaci 0 RA il aw a si A 3 ico e. fall ave öl 25. MOV || MVL653) MV. 65SS.M 65. OVA) 36 39 42 45, EO VE SES > s1 0 VID > «1 “KANALLARINI YÖNETMEK 55 ick in empty space and drag to marquee select. Use Shift, Opt, and Cmd for other options.",212,1038,1,0,0,31090,2.151069
RETvChSmUpk,roi yar +) 7 sino pRULOU!,5,30,1,1,0,517857,5.508022
RFibAz6hLrs,gi il SGAR CROW #CreatorsforChange,5,37,0,0,0,86657,3.318935
RGx-_WHcTYI,“ CALISIVORUM fey W * w0İYÜRv HI,6,36,1,0,0,616976,6.797012
RHOg3FA9UwU,deni ©? my Ne Whe. TEK İSTEDİĞİM BUNUN GİBİ BİR ŞEV FARKLI BİR MOTİVASYON VİDEOSU go,23,91,0,0,1,2821145,6.773251
RNbf0RnrSqw,FIRAT fi I I] ZEN KAYIKLAR SE aa vid e. ¥ a © > | . > As -t ij FARIMQUAKE REM A TURKIYE,18,101,0,0,0,109481,4.53344
ROei7BGrqCk,00e | 006 6000 EI To ü 096 y APPLE WATCH ALALIM Ml? ALMAYALIM MI?,14,73,1,0,2,607126,5.008121
RSCMeeApEpc,Yel BİR PROJE di AN N SGA) EĞ KORKULUK,10,44,0,0,0,264242,4.407703
RYxfSkSyeeU,Komedi dizilerinden kahkaha efektini SN 4 çıkartırsak ne kalır? ww” MU \e Wa wt SE,15,91,1,0,1,3031032,7.184508
RdYQdyL6t48,= e | & @ = G7 Sg PALYACOLARDAN NEDEN KORKA 2?,7,51,1,0,1,2003799,6.325049
RebmTZ1AuvM,"— — — a ir, way -\ = or SG o South Pole ANTARCTICA 2 4 A BULUNDU MASA SEKLINDE",15,92,1,0,0,2120498,6.61133
RrBOYrxVQzk,a | ) > i N VINE Yl | TAN GELDİ DEGEK MARS ça j MARS'A GI leri av Vi a,17,87,0,0,0,771862,5.85732
RtfUtBsZyxU,= me v a” 7 / Veni Google! end ni? —— Ss,9,46,1,1,1,1179515,7.862902
S7sbw097l3E,X \ ee “© he Cf >. YAPAY ZEKA OYUNCAK AYILAR re Sd ay “ISI BOYLE HAYAL ETTİ ETN,16,91,0,0,0,643502,6.003779
S9g695PPlJ0,B j ALMAN TANK PRO ~ = — > SAM 1 a Ne af »,10,54,1,0,0,857077,6.613371
SKP92Jtr3cQ,"| TÜRKİYE'NİN OTOMOBİLİ A U w P G4 oy = i fa sp =e RS <0 <A İm HAKKINDAKİ DÜŞÜNCE, Sad",23,100,1,0,0,2985962,7.115834
SSaPNS7WoA0,VV NV Ly v soyle GN « TUN G —— | iH İN A Mİ yansa YYAYYAYY Nİ lll I | sa Ma GÖĞÜ DELEN ADAM al 4 j Ee | ERICH SCHEURMANN,29,144,1,0,0,70704,3.006845
SYmqNQUzueo,Fibs D y a Nİ a | | | at SS YE act e Ty Sr —— -. a = Se,15,70,0,0,0,509630,6.458397
SeTVL2V369s,SETH GODİN'E SORDUM | a \ Wi fe iil vE Wi / IKARUS BIZI NEDEN ALDATTI?,14,78,0,0,1,190902,4.045927
ShWyggEYMrM,72 © > is @ @ EA A 2 —— Zs gz CAN —— ÇA A > Vw axe ONA e Na cas) == 6 GİTARIM USULCA AGLARKEN,21,117,1,0,0,443918,4.867599
SvoFQ-x898U,", . “ee 7 ~ > “e GOOGLESTADIA OYUN KONSOLLARINI 4 / BİTİRECEK M",11,72,1,0,0,749633,5.627715
T09cIhkBnBA,us İk a» SGAR GROW #CreatorsforChange,7,41,0,0,0,110316,3.552236
T7aDau5nXpg,es aX,2,6,0,0,0,223909,5.001912
T80Uf1QHb4g,oGW a MERKEZİ,3,13,0,0,0,264636,6.834698
TUo2nPWlV74,"N \ ane IE WY MZ AN AN rap ii th mi 2 ee SS we =. — SS — SS SS Gn m = i Sİ | EN a on, UR",26,113,1,0,0,1834134,6.68746
TXaIwtEfFAU,eg Wi A a öl av 7. cue di NE S -,11,41,1,0,0,650413,5.207456
TZzSbGNl97I,ya) 4 \ öğ,3,13,1,0,0,598220,6.370004
Tf3r741RO-w,DAHA İYİ GÖRMEK İÇİN ÇİZİN! |,10,29,0,1,0,382317,4.591117
TqHw5tneci8,ZAMANI VE a HAYATI Lr ‘ YONETMENIN ; JAPONCASI t,8,56,0,0,0,1635364,6.188545
TrpcaK30_mw,"yı qs ln, YAPAY BİR ZEKA SANATÇ OLABİLİR vi?",12,47,0,0,1,192118,3.965148
TsdR5K0kTiA,Çe es 1 Nİ AZ yz a = = f e We 4 4 a ak ny,15,57,1,0,0,620470,7.370155
TtiZ8t8d6NA,<< e,1,5,0,0,0,479717,4.435568
TtwK1T3FtpA,Emile ee DANTE TX) Ti) MANO — ANILAR ETKİSİ (a wie RKO =,12,65,0,0,0,565022,6.451613
Ty6k-nh0MBE,di gid m : yy ie İzole günlerde izlenebilecek ZFİ İNERİS,13,63,0,0,0,2381712,6.922571
TyKZVXlXess,a a ee - ano e BİR TAŞI SUDA EN FAZLA KAÇ KEZ SEKTİREBİLİRSİNİZ?,19,68,0,0,1,1636665,6.366109
U0cHS6_RxvA,— — | 7 aS a = j İİ . ‘3 ze Jie A vg p 4 1 f a ai A iy Af 7 4 / i a=: Ser vi veremi di — aw 3 (i ae,32,133,1,0,0,84762,3.225081
U2BLfskcD8c,Gü gi ru £ Leet eee oe ee ee ip Bl dil TI Galactic Unity 22 Spaceflight,16,80,1,0,0,647189,5.85172
U9syH56ZbIE,"A aod Ape Me WY oe belly Po vE La hi e > fx tic uh ¢ 2 ay — o,“ AYLOR Gi / 4 = Tl yt wea | dN 3 Fae. yar",28,128,1,0,0,183338,6.248903
UAmR7Z1wIDI,(Ja dh md | p a ve NEDEN TERCİH YAPMAK RESİM YAPMAK 7 ZORDUR?,15,67,1,0,1,453019,4.924767
UBQEFuTRK0E,VENI BİR wwe O İSPAGEN Srv ee DOĞUYOR! Ee Ya A,13,53,0,1,0,1313294,6.287292
ULTw1LQDssk,"Si i etre Pees pi i yal = iğ 4 i <ğ OR aS ei | | 1 mtv woo yg JOMEK ii İl 1 ao di ia Le Lag, we A 2 GÜNDE 4 DISNEY PARKI GEZMEK",36,154,1,0,0,349408,4.799111
U_aCfJ4dc5U,"Source: birinci bölüm: Seslendirme.m4a 00:00: Effect Controls ‘Audio Wine, Master ‘Master Master PREMIERE PRO EĞİTİMİ 20 20 20 Read 7 Read “Write 7 — 7 ms Ms Ms a= m a— um 2 Şii 2 Oki 2 Şi 3i 2 2 3 2 36 a 35 aa ae - “g 2 > > | | 00:00:26:08 Sad \ 00:00:34:09 00 60 49 27 09 49 = Ee a <i {fr > eo KN 00:00:34:09 t PE oF Fk = = = = MP3 » Media Browser Info Effects Markers i = birinel bölüm © 3 Foto Safari.prpro)\MP3, 2htems au 00:00:26:08 30:00:15:00 00:00:20:00 (00:00:25:00 (00:00 6 >, mmm tn: [All ¥ 2 18 E24 0 MİKSERİNİ” 36 > 7 “ES > sa KULLANMAK 2 EE",134,654,1,0,0,28021,2.059801
UcrVUbYA2ZQ,"knut hamsun açlı roman +, “1 İN İİ KNUT HAMSON WE AÇLIK",13,62,1,0,0,76718,3.065341
V4KlI1pG_HA,i R —_ P| dee a F ei > —E | xs AKILLI SEHIRLER cin 13 7 FİKRİ,17,69,1,0,0,543275,5.062121
V4nVtVWMsmw,STR 59 pi 98 Ki 2 ya göl Y i om g” eee az of Gs = iii iit HAYAT 0“ 0” 7 | pale ie N GİBİ 9“ 9» i Ul ! OYUN ii) g of,35,148,1,1,0,1936925,6.214509
VE_pbts8qnA,"i a Bey TTK 2? a m Te in Aİ ous aa 2 SE aa = i ii = Lory ort Misia =; hala Fi vii a= p hei il, iel > ay Bae A 7 Bilime “4 <a > = TASARIMLARI DUNYANIN EN ILGING MERDIVEN",40,205,1,0,1,543500,5.015454
VG5bvsWlrps,C4 Cli N Premiere Pro File oje quenc e tl Ww don He > 5 ps) Effect Controls = = = (no clip selected) PREM IERE PR O EĞİTİMİ General ‘Appearance ‘Audio Video Transit Defa Duron: EM) ‘ames = d ‘Audio Hardware ‘Audio Transition Default Duration: seconds ‘Auto Save ‘Audio Output Mapping Still mage Default Duration: frames Capture Device Control Timeline Playback Auto-Scrolling: Page Scroll >> Label Colors Label Defaults Vertical Media ‘Timeline Mouse Scrolling: Memory Playback New Timeline Audio Tracks: Show Clip Keyframes = Titler ye A 00:00:31:01 Trim New Timeline Video Tracks: ‘Show Keyframes = V Play work area after rendering previews 900000718 Default scale to frame size > » oF A Ak'a m Bins 5c F 5 Double-click: [Open in new window 7” fo 00:00:20:00 00:00:25:00 00:00:30:00 > Ba 3D Motion +Cmd: Open in place <i 2 ¥ Be Dissolve 4+ One [nen Raw Fa = n a8 24 0 36 IS EFEKTLERININ 42 5 GEÇ 54 VA RSAYILANLARINI DEĞİŞTİRMEK © 55 a _ —,171,1036,1,0,0,16664,1.623409
VGuBIOT6uAg,"7 | , INSAN KONTROLLU DEV ROBOTLAR",5,35,1,0,0,112644,3.464851
VQamq69v1_Q,"> LOUVR IYGUNU İN ER 78 ae %, al %",8,43,1,0,0,654662,7.691887
VQdYWaJ3p9Y,Bee NETAPENA 1 lam af İK SPeare JULIUS CAESAR “WLU CAESAR hi a un M SHAKESPEARE,17,86,1,0,0,51751,2.660033
VRAVXdUvAkU,MU wo a BK. ya ge “€ a ang tes > ay = a = büney Kare Ui fil UN: » ae Gelenekten GEİECEDE » a,21,108,0,0,0,568132,5.454641
VVjd9FtvtZU,pa XS + gv xs a iz <P J A Dal /> 4 'PİGÜNÜ - Pİ SANATI VLE ve a,18,77,1,0,0,477083,4.837755
V_hLK1_hh4Q,SELFIE ÇEKTİ + ” NN WEBB TELESKOBUNA vi FOTONLAR ULAŞTI,8,59,0,0,0,752048,6.126032
VaDAzFJcIxY,e SGAR CROW #CreatorsforChange,4,33,0,0,0,1229242,5.935686
VgwG0vci_bU,"balaKsimizin. ETKEZİNLEKİ, KARA DELİĞİN Ht VRESINDE dn & * > - ANS EDEN BİR | BULUNDU.",15,94,0,0,0,943962,6.012695
Vm3bbkX_Drs,N as “™ A & Rs 8. GELEC HATIRLAMAK ©,7,44,1,0,0,1827203,6.703509
VrmlU0BuGKQ,"MW w MELİ —— hr A ie » ""h 1 7 y ij “a en! we a Ns z — Ve Nİ N a 7 y ue vw ff “i at Mie + 75 i=",31,123,1,1,0,463338,8.029258
Vu9P_QeA4KI,"© Siti KELİMEYİ UNUTMA! GITIUS, ALTIUS, FORTIUS",7,49,0,1,0,577797,5.918512
VxNk9RqtkxQ,Virginia Woolf Çeviren: İLKNUR ÖZDEMİR I — Ee ¢: RS. DALLOWAY VIRGINIA WOOLF,13,82,0,0,0,81110,3.134928
VxYph35JIFc,_— . ee . | 1 | > A ) DIRIUIR iy > wn : attists: steep siziirişeeşeseş ESSE: ON,12,93,1,0,0,360646,7.328249
W0km479c1gQ,4'33 ‘age 4 SESSİZLİĞİN SESİNDEKİ BEYAZ BOŞLUK 3:00,13,55,1,0,0,429153,4.703804
W8JJTpYu75Y,BİRKAÇ SAAT. a af,5,17,0,0,0,726319,6.260597
WAIW0i4DW7g,"FALGI ON ROKET ER 1 NASIL DİKEY "" wea? ————",9,48,1,0,1,909553,5.82822
WRgkyImOYzA,KIM ULAN BU BILLY BAUER BLACK MIRROR S05E02 Ee,9,49,1,0,0,1289533,6.197469
WTS8tH9VEG8,"¢ Premiere Pro il di roje ip re nc e Mi W > Source: (no clips) Effect Controls =| ‘Aud ixer birinci bölüm Metadata (00:00:05:00 birinci bölüm * MVI_6531.MOV » poe Video Effects. Bjwvisssimv fuvisssimov o =» PREMIERE RE PRO EĞİTİMİ e EE Motion 8 Position 5267. 2745 > ö Scale 25.0 > Scale Width 100.0 a Uniform Scale > ö Rotation 00 a | Ss =e ‘® Anchor Point 1960.0 5400 = Ei > © Antiflicker Filter 9.00 = > & Opacity SSS > Time Remapping N >) ‘Audio Effects eee > Volume 00:00:00:00 Fie pi = A, 00:00:15:22 > Channel Volume > Panner - a İİ RR Ra 9 00:00:00:00 » Li q t te <i > > > LR ec 7 = Info Effects i = Birinci bölüm * foe 00:00:00:00 (00:00 00:00:05:00 00:00:10:00 00:00:15:00 00:00:20:00 00:00:25:00 00:00:30:00 00:00:35:00 00:00: > BE evel Edges * > Bi Convolution Kernel ee n 2 at va Lode T 8 ——— 24 0 EQ EFEKT Di 36 42, 48 8 VID 54 HAZIR AYARLARI 55 — —",186,976,1,0,0,30165,2.124427
Wf9GncTMjjs,SN SN N \\ Li \\ i \ \ NN NN \\ XX A oy N fy A A Xİ « ) \\ j WA — A 7 VA OLİMPİYAT SEMBOL LERİNİN İLGİNÇ ANLAMLARI,31,144,1,0,0,422173,4.757126
WiDGGJ-DROE,STARBUCKS. — — am «un eg = a= ELAMAN ME A V,9,48,0,0,0,1025643,6.823517
WiqeyJDKO4g,A ann ki çekme teknikleri,5,26,0,0,0,700203,5.698611
Wnz0HkCJ_Lw,sae ee fof > as + DİŞ a ZE Fe e ime BU YAZARINI LMI?,14,62,0,0,1,809843,5.868069
WpAbtdX5WuU,"a= ""Crna ge A) IOMIT (ADI!",6,31,0,1,0,426563,6.910074
WrWb-hTJ8cA,Gİ FE) 4 yav ML) owt Gu is = ad Ni oe ei ag NG ae anam ie GÖKDELEN CAML ARI,20,93,1,0,0,2657461,6.789976
WsbuisT5H90,"a öğ Wid | >.” wv == Sha, h i TELE TAHMİN EDEN FILM >",12,62,0,0,0,1276773,6.700973
WuxlC5jXoq0,"PREMIERE PRO EĞİTİMİ 00 (oc (4 a a = mi) (ser Name Date Modified Size Kind VORITES cs6 MVI_6558.THM May 15, 2011 9:27 AM 23 KB Docum) MVI_6559.THM. May 15, 2011 9:27 AM 29 KB Docum) Bi DEMO > — a@e Today 10:29 AM Folder Gy Acrobat x 5 mov Today 10:29 AM = Folder EE) Desktop MVLGS24.1)9V May 15, 2011 9:24 AM 48.9 MB ick, MVIL6525.MOV. May 15, 2011 9:24 AM 43,6 MB Quick. % Dropbox 68.41MB MVIL6531,MOV. May 15, 2011 9:25 AM Quick. (i Downloads MVI_6533.MOV. May 15, 2011 9:25 AM 99.5 MB Quick. 49.3. MB All My Files MVI_6537.MOV. May 15, 2011 9:25 AM Quick. MVI_6542.MOV. May 15, 2011 9:25 AM 100.3 MB Quick, AirDrop 313 MB MVI_6545.MOV. May 15, 2011 9:25 AM Quick. PX Applications 3 MVIL6546.MOV. May 15, 2011 9:26 AM 43,7.MB Quick, Movies = 49.8. MB MVI_6547.MOV. May 15, 2011 9:26 AM Quick A Music MVI_6550.MOV. May 15, 2011 9:26 AM 25.6 MB. Quick MVI_65S1.MOV. 52.9 MB © Pictures A RAIGEERATENT m May 15, 2011 9:26 AM Quick | melas aa AN 52 MB! Quick 176.1 MB Quick (68:28. Quick 1.8 MB. Quick 33.9 MB Quick x Quick ÇEKİM DOSYALARININ 01 ORGANIZASYONU",238,1159,1,1,0,282496,4.24853
WzNA02gjcPE,di gi Oe Zi © e 6 AS hs) ¢ NN “> ce N y Wy © ° 4 ZB a. o © bi FA as o . .. o 5 Zİ Ki N ge © > 0 Oo N o 4 NY ie > * A NASIL SANAT YAPILIR?,38,179,1,0,1,373875,4.872428
X29AbAAPGV0,y MASTL Es BURENINA MASI i VAG,7,32,0,0,0,528789,6.174639
X2C6hMF6cVQ,Bu bölümü Kulaklıkla dinleyin! — ea t,6,39,0,1,0,573252,5.989884
XBWM24J5oWw,Ve Mi INR NO TTS | al,6,27,0,0,0,401530,6.388527
