id,title,upload_date,caption_source,duration_seconds,word_count,sentence_count,words_per_sentence,syllables_per_word,atesman_readability,readability_label,msttr_500,question_marks_per_1k,exclamation_marks_per_1k,profanity_per_1k,intro_word_count,intro_question_marks,intro_hook_type,intro_curiosity_per_1k,outro_word_count,outro_cta_per_1k,view_count,log_views_per_day,curiosity_per_1k,uncertainty_per_1k,analogy_per_1k,emphasis_per_1k,story_per_1k,direct_address_per_1k,first_person_per_1k,call_to_action_per_1k
AKzPC88Y_aA,Bu farenin %4'ü insan!,20200524,automatic,746,1467,1,1467.0,2.561691,0.0,çok_zor,0.690887,0.0,0.0,0.0,169,0,surprising_claim,0.0,140,0.0,1103730,6.184777,3.408316,2.04499,4.771643,4.08998,6.816633,7.498296,5.453306,1.363327
JpM81ae2PbI,Akıllı gözlükler mi geliyor? Apple Glass hakkında son bilgiler,20200531,automatic,1202,2457,1,2457.0,2.654457,0.0,çok_zor,0.706782,0.0,0.0,0.0,162,0,question,12.345679,147,13.605442,1383872,6.413621,3.256003,0.814001,5.291005,8.140008,6.512007,8.547009,13.838014,3.663004
qS6DnUBltSA,1001 (W)agonlu Tren: SNOWPIERCER,20200607,automatic,1131,1960,3,653.333333,2.604082,0.0,çok_zor,0.740391,0.0,0.0,0.0,150,0,question,13.333333,138,7.246377,2260237,6.906652,3.571429,0.510204,11.734694,6.122449,8.163265,6.122449,13.265306,1.020408
p9C1RGpOwVA,TAŞ-MAKAS-KAĞIT Oyunu Nasıl Kazanılır?,20200614,automatic,749,1556,4,389.0,2.502571,0.0,çok_zor,0.697929,0.0,0.0,0.0,201,0,question,4.975124,142,7.042254,2733247,7.099592,4.498715,2.570694,8.354756,8.997429,6.426735,17.994859,9.640103,1.285347
FQNmm_BbnsQ,Rüyalarımızı kontrol edebilir miyiz?,20200617,automatic,1071,1962,2,981.0,2.584608,0.0,çok_zor,0.696201,0.0,0.0,0.0,158,0,question,6.329114,161,18.63354,3770126,7.422312,3.567788,3.058104,6.116208,8.664628,9.174312,12.232416,7.135576,6.625892
rX2Cl0SvJP8,Kaç paralık adamım?,20200621,automatic,651,1299,20,64.95,2.354888,0.0,çok_zor,0.696858,0.0,0.0,0.0,182,0,surprising_claim,0.0,156,25.641026,1705934,6.631812,0.769823,1.539646,3.849115,3.849115,3.079292,13.08699,23.094688,4.618938
Vm3bbkX_Drs,GELECEĞİ HATIRLAMAK,20200628,automatic,675,1166,1,1166.0,2.774443,0.0,çok_zor,0.740996,0.0,0.0,0.0,148,0,question,6.756757,119,0.0,1827203,6.703509,2.572899,0.857633,11.149228,3.430532,12.864494,11.149228,17.152659,5.145798
1KN8foDEwQs,Tarihin en büyük teatral gösterisi - Cirque Du Soleil,20200702,manual,761,1214,19,63.894737,2.697694,0.0,çok_zor,0.748125,1.647446,0.0,0.0,100,1,question,10.0,86,0.0,585857,5.570416,4.118616,0.823723,8.237232,2.47117,10.708402,4.942339,9.060956,4.118616
6Is9Hc8R97U,Bermuda Şeytan Üçgeninin gizemi çözülebilir mi?,20200705,automatic,1217,2314,3,771.333333,2.617113,0.0,çok_zor,0.740451,0.0,0.0,0.432152,138,0,surprising_claim,0.0,173,5.780347,5040732,7.720615,3.025065,0.0,4.753673,5.185825,6.914434,6.914434,12.100259,3.025065
dVbF2j41KVA,21. Yüzyılın çıplak gözle görülebilen ilk kuyruklu yıldızı NEOWISE yaklaşıyor!,20200709,automatic,202,290,1,290.0,2.606897,0.0,çok_zor,0.810345,0.0,0.0,0.0,167,0,surprising_claim,0.0,94,0.0,739454,5.805581,0.0,0.0,6.896552,6.896552,13.793103,17.241379,10.344828,0.0
Lmw0NZsRza0,Su altında yaşanabilir mi?,20200712,automatic,1199,2370,3,790.0,2.649789,0.0,çok_zor,0.720789,0.0,0.0,0.0,182,0,question,5.494505,151,13.245033,2271753,6.927287,5.485232,2.109705,8.860759,4.64135,5.907173,8.438819,14.767932,3.797468
pVp2oDeX8gI,80.000 kişi tarafından çekilen belgesel,20200719,automatic,1423,2100,4,525.0,2.522857,0.0,çok_zor,0.73,0.0,0.0,0.0,110,0,question,36.363636,67,14.925373,715644,5.777427,4.761905,2.380952,9.047619,5.238095,10.0,17.619048,12.380952,11.428571
8rWPtAto2zc,Google Earth hakkında BİLMEDİĞİNİZ 15 ŞEY,20200726,automatic,1426,3007,2,1503.5,2.725308,0.0,çok_zor,0.762857,0.0,0.0,0.0,199,0,surprising_claim,0.0,172,0.0,2731323,7.117649,4.323246,0.0,7.981377,3.990688,6.983705,9.976721,13.302295,4.655803
RrBOYrxVQzk,"Bu taş Mars’tan geldi, yarın yine Mars’a gidecek!",20200729,automatic,760,1494,3,498.0,2.576305,0.0,çok_zor,0.725574,0.0,0.0,0.0,186,0,question,5.376344,146,0.0,771862,5.85732,2.008032,2.008032,4.016064,2.677376,6.69344,4.685408,16.064257,5.354752
eli9sU-a3tg,Dünyanın en eski çayı? Çay değil kızıl çalı rooibos,20200802,automatic,789,1568,2,784.0,2.49426,0.0,çok_zor,0.743559,0.0,0.0,0.0,203,0,surprising_claim,0.0,157,0.0,529727,5.483983,1.913265,2.55102,5.739796,5.739796,8.290816,7.015306,15.306122,10.204082
rKp31auTsEg,Stonehenge taşlarının kaynağı bulundu!,20200809,automatic,651,1302,2,651.0,2.619048,0.0,çok_zor,0.725709,0.0,0.0,0.0,203,0,question,24.630542,164,6.097561,1797793,6.706173,6.144393,2.304147,5.376344,3.840246,5.376344,8.448541,8.448541,2.304147
r2dQgdktUJg,Yapay zeka dünyasındaki en büyük sıçrama gerçekleşti! GPT-3 nedir?,20200816,automatic,994,1971,5,394.2,2.547945,0.0,çok_zor,0.673598,0.0,0.0,0.0,194,0,question,5.154639,133,7.518797,1909289,6.769453,2.536783,0.507357,5.580923,3.04414,6.595637,15.728057,17.757484,1.014713
NJXURWmrFgM,Kullandığım en iyi not tutma uygulaması,20200823,automatic,1000,2029,1,2029.0,2.738295,0.0,çok_zor,0.757007,0.0,0.0,0.0,177,0,question,11.299435,186,32.258065,1302942,6.39107,2.464268,0.0,8.378512,3.942829,7.885658,21.192706,17.74273,16.26417
k57MatNuv4U,"Bitkiler neden siyah değil, yeşildir?",20200830,automatic,848,1645,5,329.0,2.604255,0.0,çok_zor,0.727948,0.0,0.0,0.0,148,0,question,27.027027,128,7.8125,872295,5.993841,9.726444,1.215805,4.255319,5.471125,0.0,18.844985,12.158055,4.255319
6eSXsZ7ksmE,28000 yıl kapasiteli NANO-DIAMOND PİLLER mi geliyor?,20200906,automatic,885,1729,2,864.5,2.648352,0.0,çok_zor,0.748965,0.0,0.0,0.0,188,0,question,10.638298,160,6.25,1474422,6.520926,4.626952,1.156738,5.78369,4.048583,4.048583,5.78369,5.78369,3.470214
zqOEJllkLlk,Big Bang'den bu yana görülen en büyük patlama keşfedildi! İki kara deliğin çarpışması,20200913,automatic,877,1729,1,1729.0,2.555234,0.0,çok_zor,0.64148,0.0,0.0,0.0,184,0,surprising_claim,0.0,172,5.813953,2537716,7.06653,4.626952,0.578369,5.205321,2.313476,4.048583,9.832273,16.772701,2.891845
P5de69124g0,Venüs'te olası yaşam belirtisi sayılan fosfin bulundu!,20200915,automatic,557,1105,1,1105.0,2.561991,0.0,çok_zor,0.769397,0.0,0.0,0.0,184,0,question,16.304348,154,0.0,1156146,6.282298,6.334842,0.904977,7.239819,4.524887,2.714932,2.714932,17.19457,0.904977
bAv4XsWVXV4,Geleceğin kentlerinde MOBİLİTE,20200920,automatic,721,1390,1,1390.0,2.758273,0.0,çok_zor,0.729795,0.0,0.0,0.0,174,0,question,11.494253,150,6.666667,593499,5.61956,5.035971,0.719424,8.633094,5.035971,5.755396,7.194245,15.827338,2.877698
rPfu4RgRIAY,İnsanlık tarihi bir kitaba sığsaydı biz hangi sayfada olurduk?,20200927,automatic,946,1758,7,251.142857,2.507964,0.0,çok_zor,0.69114,0.0,0.0,0.0,156,0,question,6.410256,140,0.0,1163023,6.293765,5.119454,2.844141,5.688282,4.550626,8.532423,6.25711,22.1843,2.844141
mvfAF7RW3BI,Gerçek IRON MAN,20201004,automatic,818,1574,1,1574.0,2.613723,0.0,çok_zor,0.772473,0.0,0.0,0.0,140,0,surprising_claim,0.0,146,0.0,908225,6.050247,5.082592,2.541296,5.717916,3.811944,9.52986,7.623888,14.612452,1.905972
4Ag90YCgBqQ,Genetik alanındaki en büyük keşif Nobel ödülü aldı: CRISPR-Cas9 nedir?,20201011,automatic,949,1908,1,1908.0,2.506289,0.0,çok_zor,0.712936,0.0,0.0,0.0,187,0,surprising_claim,0.0,123,0.0,1280229,6.396125,3.668763,2.096436,5.765199,6.813417,7.337526,7.337526,10.48218,3.668763
9t99oHOYVBw,Yapay Zeka bunun neresinde?,20201018,automatic,847,1785,3,595.0,2.686835,0.0,çok_zor,0.720368,0.0,0.0,0.0,173,0,question,17.34104,161,31.055901,830044,5.966983,4.481793,1.120448,6.722689,3.921569,6.722689,17.927171,21.848739,21.848739
coutXRqrUeo,NASA Bennu asteroidinde ne arıyor?,20201025,automatic,912,1921,2,960.5,2.507028,0.0,çok_zor,0.697709,0.0,0.0,0.0,158,0,question,12.658228,179,5.586592,854391,5.999101,5.726184,1.041124,6.767309,6.767309,6.246746,6.246746,28.110359,2.082249
nMiHF0t7RSU,Ay'da su bulundu! Yine!,20201101,automatic,638,1254,1,1254.0,2.562201,0.0,çok_zor,0.70222,0.0,0.0,0.0,155,0,surprising_claim,6.451613,161,24.84472,1979489,6.841191,3.189793,3.189793,2.392344,4.784689,3.189793,3.189793,3.189793,3.189793
HFE6qJjY1u4,Odaklanmak için not tutma teknikleri - Cornell Metodu,20201108,automatic,641,1352,1,1352.0,2.630917,0.0,çok_zor,0.706356,0.0,0.0,0.0,179,0,question,5.586592,189,31.746032,799842,5.939888,4.43787,0.0,4.43787,2.95858,2.95858,19.230769,20.710059,14.792899
RETvChSmUpk,Yeni elektrikli BMW iX duyuruldu!,20201111,automatic,617,1060,5,212.0,2.536792,0.0,çok_zor,0.746889,0.0,0.0,0.0,170,0,question,11.764706,56,35.714286,517857,5.508022,2.830189,0.943396,1.886792,2.830189,4.716981,13.207547,11.320755,4.716981
59bevAZqcEs,Yılın 29. Kasırgasına yakalandık! 2020 tüm zamanların en fırtınalı yılı rekorunu kırdı!,20201115,automatic,724,1147,8,143.375,2.544028,0.0,çok_zor,0.728236,0.0,0.0,0.0,100,0,surprising_claim,0.0,52,0.0,547780,5.565867,4.359198,1.743679,7.846556,2.615519,3.487358,7.846556,9.590235,2.615519
zxFpkcQivKs,Dünyanın en ilginç haritaları,20201122,automatic,1353,2771,5,554.2,2.579213,0.0,çok_zor,0.663616,0.0,0.0,0.360881,197,0,surprising_claim,0.0,168,29.761905,914573,6.08024,4.691447,1.443522,9.022014,4.330567,3.969686,7.939372,10.826416,5.052328
bUFPiWaLv5E,Düz Dünya'dan Big Bang'e 15 EVREN MODELİ,20201129,automatic,1047,2201,2,1100.5,2.567469,0.0,çok_zor,0.699359,0.0,0.0,0.0,175,0,question,11.428571,142,0.0,1780974,6.748924,5.906406,1.363017,7.269423,6.360745,7.269423,4.543389,8.178101,1.363017
IpiTc4jaMP0,Oyunlaştırarak alışkanlık kazandıran 9 uygulama,20201206,automatic,701,1467,1,1467.0,2.811179,0.0,çok_zor,0.728677,0.0,0.0,0.0,186,0,direct_address,0.0,174,5.747126,667849,5.773367,1.363327,0.0,8.861622,2.726653,9.543286,42.944785,12.951602,7.498296
ex2RlkCjO9Q,Kaç parmak görüyorsun? 444 yıllık 4 tavsiye,20201213,automatic,734,1320,2,660.0,2.557576,0.0,çok_zor,0.752708,0.0,0.0,0.0,151,0,surprising_claim,0.0,162,6.17284,1206711,6.36693,3.030303,3.030303,11.363636,2.272727,5.30303,18.181818,15.151515,3.030303
L_Gqpg0q1xs,Nasıl Avrupa Şampiyonu olduk? Ritmik Cimnastik Milli Takımımızın Başarı Hikayesi,20201220,automatic,1083,1918,4,479.5,2.539103,0.0,çok_zor,0.716328,0.0,0.0,0.0,25,0,question,40.0,141,21.276596,380197,5.219051,2.085506,2.085506,9.384776,8.863399,16.684046,8.342023,37.539103,5.213764
aCepG-VIpIU,2021'DE ZİNCİRİ KIRMA!,20201227,automatic,709,1452,13,111.692308,2.360193,0.0,çok_zor,0.60328,0.0,0.0,0.0,196,0,question,5.102041,152,13.157895,1296888,6.445635,3.443526,0.688705,8.953168,4.132231,8.953168,9.641873,17.217631,8.953168
lyRVU3rzoTU,Dans eden bu robotlar GERÇEK Mİ?,20210103,automatic,797,1540,3,513.333333,2.542208,0.0,çok_zor,0.74425,0.0,0.0,0.0,81,0,question,24.691358,163,30.674847,749844,5.902326,4.545455,3.896104,10.38961,11.688312,3.896104,14.285714,24.025974,3.896104
Cq33iTwbkic,Ne dersen çizen yapay zeka çıktı! DALL-E,20210110,automatic,861,1749,1,1749.0,2.524871,0.0,çok_zor,0.712251,0.0,0.0,0.571755,209,0,question,4.784689,177,5.649718,1185466,6.362754,4.574042,1.143511,8.004574,5.145798,2.858776,18.296169,16.580903,7.432819
ONiFrZYI5ng,WhatsApp'ı silelim mi?,20210117,automatic,738,1693,3,564.333333,2.673952,0.0,çok_zor,0.738845,0.0,0.0,0.0,168,0,surprising_claim,0.0,162,6.17284,2139678,6.955924,1.181335,0.590667,8.860012,4.72534,6.497342,11.813349,16.538689,5.316007
3upaIpPj8JY,5 milyon aboneye 5 milyon kez teşekkürler!,20210121,automatic,300,693,4,173.25,2.539683,0.0,çok_zor,0.764964,0.0,0.0,0.0,235,0,surprising_claim,0.0,156,51.282051,1741916,6.752432,1.443001,1.443001,2.886003,7.215007,4.329004,11.544012,12.987013,33.189033
MGZ1e7pa2Es,Dünyanın içinden bir tünel kazarak öbür tarafa çıkılabilir mi?,20210124,automatic,541,1163,5,232.6,2.541702,0.0,çok_zor,0.732867,0.0,0.0,0.859845,199,0,surprising_claim,0.0,162,0.0,1582868,6.658274,0.859845,0.0,2.579536,6.018917,5.159071,6.018917,6.878762,2.579536
YnoslpFnzsQ,Cenk ve Erdem kanalımı ele geçirdi :),20210127,automatic,1018,1849,5,369.8,2.356409,0.0,çok_zor,0.679948,0.0,0.0,0.0,131,0,question,15.267176,145,34.482759,744794,5.907303,8.112493,2.163332,5.408329,7.030827,5.408329,26.500811,40.021633,10.275825
osqXCKxXQS0,Elon Musk iki roketle dünyaya nasıl meydan okudu?,20210131,automatic,796,1624,2,812.0,2.501232,0.0,çok_zor,0.755226,0.0,0.0,0.615764,180,0,surprising_claim,0.0,118,8.474576,1131809,6.326805,1.231527,1.231527,4.926108,4.926108,8.004926,8.62069,14.778325,7.389163
MOYsM_Qbrqc,Yeni bir Twitter/Facebook/Instagram mı doğuyor! CLUBHOUSE Çılgınlığı,20210207,automatic,1127,2578,1,2578.0,2.594647,0.0,çok_zor,0.724692,0.0,0.0,0.0,262,0,question,3.816794,161,12.42236,1406323,6.547072,2.327386,2.327386,12.800621,6.594259,8.533747,15.128006,25.989139,10.861133
_HcYU4Z3TKs,Astronot yerine Evrenot diyelim! Türkiye Uzay Ajansı Milli Uzay Programı açıklandı,20210209,automatic,1260,2780,3,926.666667,2.467626,0.0,çok_zor,0.6715,0.0,0.0,0.0,219,0,surprising_claim,0.0,204,19.607843,1008060,6.215676,4.676259,3.597122,6.115108,6.47482,7.913669,5.755396,39.928058,16.546763
IMoIXK7xpi4,Dünyanın en yalnız insanı kim?,20210214,automatic,551,1063,1,1063.0,2.506115,0.0,çok_zor,0.737048,0.0,0.0,0.0,194,0,question,15.463918,138,7.246377,1833199,6.815289,4.703669,1.881468,5.644403,3.762935,2.822201,10.348071,11.288805,7.52587
j_MGZKgf3ts,Cep telefonuyla video çekim teknikleri,20210221,automatic,704,1364,4,341.0,2.654692,0.0,çok_zor,0.694755,0.0,0.0,0.0,154,0,question,6.493506,165,6.060606,722872,5.889861,3.665689,1.466276,2.932551,8.797654,4.398827,13.929619,15.395894,9.530792
3_rr9MhpKpg,Mars Paraşütündeki GİZLİ MESAJ! Başka bir gezegenden gelen en net görüntüler ve ilk ses!,20210223,automatic,852,1611,2,805.5,2.628181,0.0,çok_zor,0.765721,0.0,0.0,0.0,194,0,question,5.154639,150,20.0,1674828,6.729516,4.96586,1.241465,5.586592,6.207325,9.931719,7.44879,16.759777,5.586592
y2EWbLKw3Qk,İyi tasarımın 10 KURALI - RAMS ilkeleri,20210228,automatic,673,1382,1,1382.0,2.618669,0.0,çok_zor,0.698426,0.0,0.0,0.0,222,0,question,4.504505,114,17.54386,547671,5.616671,5.788712,0.723589,8.683068,4.341534,1.447178,13.024602,7.959479,5.788712
fou5yveUIQs,21.Yüzyılda en büyük TYCOON kim olacak?,20210307,automatic,1457,2907,1,2907.0,2.657723,0.0,çok_zor,0.715945,0.0,0.0,0.0,163,0,question,12.269939,135,0.0,1241117,6.436232,6.19195,2.407981,11.695906,5.503956,4.815961,5.503956,11.695906,1.031992
Du81IHS8gNU,Bu JPEG Resim $69.300.000'a Satıldı! NFT Kripto Sanat Çağı Başladı,20210314,automatic,634,1288,3,429.333333,2.500776,0.0,çok_zor,0.710565,0.0,0.0,0.776398,187,0,question,10.695187,155,6.451613,1280259,6.470748,6.987578,0.776398,6.21118,4.658385,6.987578,20.962733,10.869565,3.10559
AA-fp-BLCa4,EN YÜKSEK SES ne kadar şiddetli olabilir?,20210321,automatic,638,1060,2,530.0,2.542453,0.0,çok_zor,0.769333,0.0,0.0,0.0,141,0,question,14.184397,117,8.547009,2043189,6.941148,4.716981,2.830189,5.660377,4.716981,2.830189,10.377358,13.207547,3.773585
khCs36vYbQM,Google’ın kurucusundan gizli hava gemisi projesi,20210328,automatic,575,1145,2,572.5,2.642795,0.0,çok_zor,0.766023,0.0,0.0,0.0,154,0,surprising_claim,0.0,173,0.0,629215,5.76906,3.49345,0.873362,2.620087,5.240175,7.860262,1.746725,4.366812,1.746725
lfrn5t12ryc,Dünyanın tüm sularını bir miskete sığdırmak,20210401,automatic,599,1152,2,576.0,2.532986,0.0,çok_zor,0.748912,0.0,0.0,0.0,165,0,question,24.242424,179,16.759777,917576,6.147367,5.208333,1.736111,11.284722,6.076389,3.472222,13.888889,10.416667,2.604167
9BV-hS0GYaU,En garip icatlar,20210404,automatic,621,1273,2,636.5,2.564808,0.0,çok_zor,0.716642,0.0,0.0,0.0,183,0,surprising_claim,0.0,153,0.0,1308088,6.502839,3.142184,2.356638,7.85546,4.713276,7.85546,21.209741,8.641005,2.356638
QhfmSaTjyok,Mars Helikopteri 14 Nisan'da başka bir gezegende uçan ilk makine olacak!,20210411,automatic,698,1470,7,210.0,2.634014,0.0,çok_zor,0.712496,0.0,0.0,0.0,193,0,surprising_claim,0.0,149,13.422819,708549,5.894565,2.721088,1.360544,1.360544,4.761905,10.884354,8.843537,6.802721,4.761905
2Wqgq407BHI,Beynine çip takılan maymun bilgisayar oyunu oynuyor!,20210418,automatic,864,1643,1,1643.0,2.720633,0.0,çok_zor,0.732059,0.0,0.0,0.0,162,0,question,6.17284,113,0.0,1597025,6.709289,2.434571,1.825928,10.346926,6.086427,3.651856,8.520998,11.564212,1.217285
rUk9zWkiBJk,23 Nisan Özel - Çocuklara Kitap Tavsiyeleri,20210423,automatic,697,934,1,934.0,2.189507,0.0,çok_zor,0.590931,0.0,0.0,0.0,149,0,surprising_claim,0.0,123,40.650407,528942,5.609287,3.211991,2.141328,2.141328,0.0,13.91863,20.342612,12.847966,17.130621
O5xG_ocTzBw,2021’de OSCAR’ı hangi film almalı?,20210425,automatic,710,1310,1,1310.0,2.524427,0.0,çok_zor,0.746065,0.0,0.0,0.0,180,0,surprising_claim,0.0,142,7.042254,463404,5.47855,2.290076,0.763359,9.923664,3.816794,6.870229,5.343511,16.030534,3.053435
7aF62RtiRm0,İkinci Uzay İstasyonu CSS,20210502,automatic,619,1281,4,320.25,2.588603,0.0,çok_zor,0.707571,0.0,0.0,0.0,162,0,surprising_claim,0.0,154,0.0,639399,5.802928,0.78064,0.78064,1.56128,3.12256,10.928962,5.464481,1.56128,3.12256
f1fzPoEj_B4,Bu toplar ne renk?,20210509,automatic,384,634,1,634.0,2.607256,0.0,çok_zor,0.759373,0.0,0.0,0.0,154,0,direct_address,6.493506,130,30.769231,529127,5.617866,6.309148,3.154574,7.886435,6.309148,3.154574,17.350158,12.618297,7.886435
17XGzNuyT8E,Köpekbalığının kuyruğunu tokatlayan adam,20210516,automatic,632,1220,2,610.0,2.605738,0.0,çok_zor,0.763576,0.0,0.0,0.0,134,0,story,0.0,126,7.936508,745175,5.962829,3.278689,2.459016,3.278689,4.098361,3.278689,10.655738,9.836066,2.459016
e_StF48eLhU,Kendi kendine saklambaç öğrenen makine,20210520,automatic,614,1214,5,242.8,2.769357,0.0,çok_zor,0.749234,0.0,0.0,0.0,187,0,question,5.347594,153,13.071895,762970,5.988446,3.294893,0.0,7.413509,8.237232,7.413509,8.237232,10.708402,1.647446
C45dZM5rc3w,Beethoven neden bir fincan kahveye 60 çekirdek koyardı?,20210523,automatic,626,1306,1,1306.0,2.562021,0.0,çok_zor,0.70705,0.0,0.0,0.0,186,0,direct_address,0.0,152,0.0,636453,5.809197,2.29709,1.531394,11.485452,8.422665,6.891271,25.267994,14.548239,0.765697
lIvOVGdm7sk,"Bu iki görselden birisi insan beyni, diğeri evren! Arada ne fark var?",20210530,automatic,620,1041,2,520.5,2.604227,0.0,çok_zor,0.72922,0.0,0.0,0.0,142,0,surprising_claim,0.0,116,8.62069,718106,5.933215,1.92123,0.0,3.842459,3.842459,0.960615,8.645533,23.054755,1.92123
4AgrxE11hG0,NAZCA çizgilerinin sırrı,20210606,automatic,814,1679,3,559.666667,2.562835,0.0,çok_zor,0.744617,0.0,0.0,0.0,192,0,question,5.208333,144,6.944444,1004712,6.271966,7.742704,1.191185,8.338297,5.360334,8.933889,7.147111,10.720667,1.786778
h43aXZKp44U,"Geleceğin iş modeli ""FREELANCE"" çalışmak mı?",20210613,automatic,893,1695,1,1695.0,2.702065,0.0,çok_zor,0.750564,0.0,0.0,0.0,175,0,surprising_claim,0.0,121,0.0,627148,5.805507,5.899705,1.179941,4.129794,8.849558,7.079646,9.439528,13.569322,7.079646
9RIwBLjZg7E,80 Günde Yarı Devr-i Alem Yapacağız! Üstelik sadece elektrikli bir araçla,20210620,automatic,804,1834,2,917.0,2.575791,0.0,çok_zor,0.713368,0.0,0.0,0.0,178,0,question,5.617978,94,53.191489,771080,6.015248,2.181025,6.543075,4.907306,4.36205,5.452563,11.995638,12.540894,18.538713
_YePCTMXKDw,Yolculuk başladı! 1200 km sonra geldiğimiz yer,20210624,automatic,1242,796,2,398.0,2.38191,0.0,çok_zor,0.721446,0.0,0.0,2.512563,100,0,question,20.0,20,50.0,965547,6.241777,15.075377,3.768844,5.025126,6.281407,5.025126,16.331658,18.844221,10.050251
-C2gSCLp9Sk,Tekerleği yeniden icat edebilir miyiz?,20210627,automatic,625,1234,2,617.0,2.713938,0.0,çok_zor,0.720137,0.0,0.0,0.0,180,0,question,16.666667,142,7.042254,639502,5.832353,5.672609,2.431118,4.051864,3.241491,4.862237,8.103728,6.482982,2.431118
23inKSoPOsc,Chicago'da kiminle karşılaştım?,20210701,automatic,1573,1412,2,706.0,2.450425,0.0,çok_zor,0.730809,0.0,0.0,0.708215,106,0,surprising_claim,0.0,111,18.018018,808184,6.067966,5.665722,1.416431,14.872521,6.373938,16.288952,9.206799,21.954674,9.206799
2Did_gRHz_A,Başka bir gezegenden notlar: BADLANDS,20210704,automatic,1887,1815,3,605.0,2.459504,0.0,çok_zor,0.743944,0.0,0.0,0.550964,91,0,story,0.0,39,25.641026,758591,6.006387,6.61157,0.550964,6.060606,6.060606,6.61157,11.019284,18.732782,7.162534
U2BLfskcD8c,Richard Branson'un ilk uzay yolculuğu! Virgin Galactic Unity 22 Spaceflight Canlı Yayını,20210711,automatic,8913,13055,6,2175.833333,2.423056,0.0,çok_zor,0.695502,0.0,0.0,0.229797,128,0,question,7.8125,196,20.408163,647189,5.85172,2.680965,3.523554,7.813098,8.885484,7.506702,7.6599,15.090004,7.736499
j58zcYd1BM4,Verilerin gücünü gösteren EN İYİ 5 FİLM,20210711,automatic,950,1682,1,1682.0,2.557075,0.0,çok_zor,0.741049,0.0,0.0,0.59453,141,0,surprising_claim,0.0,137,21.89781,683627,5.906341,2.972652,0.59453,3.567182,4.756243,6.539834,13.674197,19.619501,1.783591
eKeIQPz_xf8,Şeytan Kulesi'nin Sırrı,20210718,automatic,1046,1375,3,458.333333,2.428364,0.0,çok_zor,0.750444,0.0,0.0,0.0,104,0,surprising_claim,9.615385,89,0.0,1181711,6.456252,3.636364,1.454545,1.454545,6.545455,8.0,6.545455,16.727273,2.909091
fBvu7s5L6DE,Kim bu Satoshi Nakamoto? Bitcoin’in gizemli mucidi neden ortadan kayboldu?,20210725,automatic,954,1908,1,1908.0,2.607442,0.0,çok_zor,0.678471,0.0,0.0,0.0,167,0,question,5.988024,156,0.0,1409768,6.636227,4.192872,3.144654,8.385744,7.337526,6.813417,7.861635,12.578616,2.096436
oN9fUk6pU3g,Dünyanın en büyük süpervolkanı Yellowstone patlarsa ne olur?,20210801,automatic,1579,1886,8,235.75,2.461294,0.0,çok_zor,0.725334,0.0,0.0,0.0,125,0,surprising_claim,0.0,106,0.0,985596,6.282637,4.241782,3.181336,5.83245,5.83245,7.423118,8.483563,12.195122,1.060445
ryv5MTSiEdI,Orman Yangınları ve Evrenin Merkezi,20210808,automatic,2045,2762,2,1381.0,2.476466,0.0,çok_zor,0.720529,0.0,0.0,0.0,178,0,surprising_claim,0.0,115,17.391304,763418,6.031532,5.430847,1.086169,6.517017,5.068791,9.051412,7.965243,12.671977,5.068791
yUR3RBa1xP0,Başarı için 10000 Saat Kuralı,20210815,manual,768,1456,118,12.338983,2.574863,63.1751,orta,0.653427,13.736264,0.0,0.0,148,7,question,13.513514,116,0.0,2819417,7.340072,6.181319,0.686813,10.302198,6.868132,0.686813,11.675824,8.928571,3.434066
4nHjhfWap4k,Seattle'ın Uçan Dairesi,20210819,automatic,1474,1723,1,1723.0,2.456181,0.0,çok_zor,0.745704,0.0,0.0,0.0,153,0,story,0.0,121,0.0,433122,5.472554,2.321532,2.321532,8.705746,7.54498,8.125363,7.54498,15.670342,2.901915
N5WFrGnRtmE,Amerika'nın Pasifik Kuzeybatı bölgesinde çalışan Türkler,20210822,automatic,1764,2913,3,971.0,2.404394,0.0,çok_zor,0.688083,0.0,0.0,0.0,124,0,question,16.129032,151,0.0,947424,6.254638,2.059732,3.432887,5.492619,9.268795,4.462753,9.955372,25.403364,5.492619
cr2B2BwRwaI,En iyi korku filminin çekildiği otele gittim! Dünyanın en tuhaf yerinde...,20210829,automatic,1197,1538,2,769.0,2.545514,0.0,çok_zor,0.803421,0.0,0.0,0.650195,99,0,surprising_claim,0.0,128,15.625,550079,5.716173,1.950585,1.30039,9.102731,7.152146,3.250975,11.703511,10.403121,6.501951
7AWY4br91mk,Katlanabilir Telefonların Geleceği ve Galaxy Z Fold3,20210905,automatic,643,1435,1,1435.0,2.634146,0.0,çok_zor,0.692444,0.0,0.0,0.0,205,0,question,4.878049,177,16.949153,729092,6.000953,1.393728,3.484321,8.362369,4.878049,7.665505,5.574913,25.783972,9.059233
Pn4kPaqGcEA,Dijital Vücut Dilinin 4 Yasası 😉,20210912,manual,795,1528,142,10.760563,2.704843,62.0729,orta,0.776571,11.780105,0.0,0.0,174,4,question,11.494253,154,6.493506,336067,5.233209,3.272251,3.272251,3.926702,1.963351,3.926702,18.324607,7.853403,4.581152
